id,name,category,description,location,address,phone,email,website,english_fluency,verified,featured,featured_tier,base_distance,notes,image_url,status,created_at,updated_at,bases_served,latitude,longitude,google_maps_url,subcategory,is_on_base
edf40a5d-ff54-4efe-b2cc-a9f06fccd1ce,The Used Car Guys - Grafenwöhr,automotive,Quality used vehicles for Grafenwöhr military community.,"Grafenwöhr, Bavaria","Diessfurter Strasse 18, 92655 Grafenwöhr",+49 1511 580 6354,sam@usedcarguys.net,https://www.usedcarguys.net,fluent,true,true,,,,,active,2025-10-25 10:31:10.902141+00,2025-10-26 13:05:34.967908+00,"[""grafenwoehr""]",49.71750000,11.90890000,"https://maps.google.com/?q=49.7175,11.9089",car-dealerships,false
ef7b484d-9fdb-4b00-811e-bf4a4fd7f230,The Used Car Guys - Kaiserslautern,automotive,Full-service used car dealership for Kaiserslautern military community.,"Kaiserslautern, Rhineland-Palatinate","WeilerbacherStr 110, 67661 Kaiserslautern",0631 680 31 210,kaiserslautern@usedcarguys.net,https://www.usedcarguys.net,fluent,true,true,,,,,active,2025-10-25 10:31:10.902141+00,2025-10-26 13:05:34.967908+00,"[""kaiserslautern"",""wiesbaden""]",49.45210000,7.73530000,"https://maps.google.com/?q=49.4521,7.7353",car-dealerships,false
f00dbd04-419a-4685-99e4-7b97d07528a4,Pervin Estates,real-estate,Official housing referral contractor for USAG Stuttgart. Helps military families find off-base housing.,Stuttgart,Stuttgart area,,,,fluent,false,false,,,Works directly with USAG Stuttgart Housing Office,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""stuttgart""]",,,,Housing Referral,false
f08eed0a-9164-4be5-b673-7f9e40d0771a,École Française de Stuttgart,education,French international school with English programs available.,Stuttgart,Stuttgart area,,,,fluent,false,false,,,French/English curriculum,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""stuttgart""]",,,,International School,false
f0a1b2c3-d4e5-4f7a-8b9c-0d1e2f3a4b5c,The Auld Rogue,restaurants,Authentic Irish pub with English-speaking staff and familiar international cuisine.,"Vaihingen, Baden-Württemberg",,,,https://www.theauldrogue.com/,fluent,true,true,,,Popular with Stuttgart military community,,active,2025-10-29 00:00:00+00,2025-10-29 20:11:51.93103+00,"[""stuttgart""]",,,,international,false
f23b7335-c9e7-4b28-952e-5f5e405d075d,EXPATTAX,business,English-speaking tax consultants specializing in expat and military family taxation. Handles German and US tax matters.,Stuttgart,Stuttgart area,,,https://expattax.de/,fluent,false,false,,,Bilingual US/German tax experts,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""stuttgart""]",,,,Tax Advisory,false
f2a3b4c5-d6e7-4f9a-0b1c-2d3e4f5a6b7c,Need English-Speaking Mechanic - Grafenwöhr,automotive,Know a great English-speaking mechanic in the Grafenwöhr area? Help us out!,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,Seeking community recommendations,,pending,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,mechanics,false
f4a5b6c7-d8e9-4f1a-2b3c-4d5e6f7a8b9c,English-Speaking Paint & Body - Wiesbaden,automotive,English-speaking paint and body repair serving Wiesbaden area.,"Wiesbaden, Hesse",,,,,fluent,false,false,,,Seeking verified shop,,pending,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""wiesbaden""]",,,,mechanics,false
f8a9b0c1-d2e3-4f5a-6b7c-8d9e0f1a2b3c,English-Speaking Auto Detailer - Grafenwöhr,automotive,English-speaking auto detailer serving Grafenwöhr military community.,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,Seeking verified detailer,,pending,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,mechanics,false
fd3d4354-c128-40a6-b2dc-b2aa66b7cd76,Orthopädie und Unfallchirurgie Sindelfingen,healthcare,Orthopedic and trauma surgery practice serving Stuttgart community.,"Sindelfingen, Baden-Württemberg","Planiestraße 6, 71063 Sindelfingen",07031 2090018,info@orthopaediesindelfingen.de,https://www.orthopaediesindelfingen.de,conversational,false,false,,,,,active,2025-10-24 23:09:34.792943+00,2025-10-26 13:05:34.967908+00,"[""stuttgart""]",48.71410000,9.00010000,"https://maps.google.com/?q=48.7141,9.0001",specialists,false
ff3dedbb-1e1b-407d-a5b7-11a18e5e92b2,Dr. Tobias Riedl,healthcare,OB/GYN practice in Amberg serving English-speaking patients near Grafenwöhr.,Amberg,"Roßmarkt 13, 92224 Amberg",+49 9621 23915,info@dr-riedl.com,,fluent,false,false,,,English-speaking OB/GYN,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""grafenwoehr""]",,,,OBGYN,false
